env,scenario,algo,attack,exp_name,vanilla_reward,adv_reward,vanilla_win_rate,adv_win_rate,srr,tpr,trr,w-srr,w-tpr,w-trr
smac,3m,qmix,traitor,default,12.679452054794524,0.5753424657534245,0.45,0.0,-0.9546240276577356,0.0,0.0,-0.45,0.0,-0.45
smac,3m,qmix,traitor,epsilon_anneal_time_50000,15.906849315068492,1.9726027397260277,0.7,0.0,-0.8759903548053737,0.254537597234226,0.11019878997407088,-0.7,0.24999999999999994,-0.45
smac,3m,qmix,traitor,epsilon_anneal_time_200000,11.117808219178082,1.791780821917808,0.4,0.0,-0.8388368654509611,-0.12316335350043241,0.09593777009507343,-0.4,-0.04999999999999999,-0.45
smac,3m,qmix,traitor,epsilon_finish_0.01,14.12054794520548,2.1761252446183947,0.55,0.0,-0.845889461721825,0.11365600691443364,0.12625015434004191,-0.55,0.10000000000000003,-0.45
smac,3m,qmix,traitor,epsilon_finish_0.1,13.24657534246575,2.4328767123287665,0.45,0.0,-0.8163391933815926,0.04472774416594586,0.14649956784788237,-0.45,0.0,-0.45
smac,3m,qmix,traitor,eps_delta_l,16.052054794520547,1.5780821917808217,0.7,0.0,-0.901689708141321,0.2659896283491785,0.07908383751080378,-0.7,0.24999999999999994,-0.45
smac,3m,qmix,traitor,eps_delta_r,6.030006523157207,2.268493150684931,0.05,0.0,-0.6237992211163998,-0.524426883977446,0.13353500432152113,-0.05,-0.4,-0.45
smac,3m,qmix,traitor,gamma_0.95,17.583561643835615,1.3315068493150681,0.8,0.0,-0.924275475225927,0.38677614520311104,0.05963699222126185,-0.8,0.35000000000000003,-0.45
smac,3m,qmix,traitor,gamma_1.0,8.945205479452055,2.293150684931507,0.2,0.0,-0.7436447166921899,-0.29451166810717394,0.13547968885047534,-0.2,-0.25,-0.45
smac,3m,qmix,traitor,hidden_sizes_64_64,12.778082191780822,2.7150684931506843,0.45,0.0,-0.7875214408233276,0.007778738115816489,0.16875540190146926,-0.45,0.0,-0.45
smac,3m,qmix,traitor,hidden_sizes_256_256,12.64931506849315,1.4958904109589042,0.45,0.0,-0.8817413905133203,-0.002376836646499864,0.07260155574762316,-0.45,0.0,-0.45
smac,3m,qmix,traitor,activation_func_leaky_relu,12.698630136986301,2.5232876712328762,0.45,0.0,-0.8012944983818769,0.0015125324114085203,0.15363007778738108,-0.45,0.0,-0.45
smac,3m,qmix,traitor,activation_func_selu,15.361643835616437,2.4547945205479453,0.65,0.0,-0.8401997503121098,0.21153846153846112,0.14822817631806395,-0.65,0.2,-0.45
smac,3m,qmix,traitor,activation_func_sigmoid,10.33972602739726,2.071232876712329,0.25,0.0,-0.7996820349761525,-0.18452895419187576,0.11797752808988765,-0.25,-0.2,-0.45
smac,3m,qmix,traitor,activation_func_tanh,7.92054794520548,1.923287671232877,0.15,0.0,-0.7571774472500865,-0.37532411408815913,0.1063094209161625,-0.15,-0.30000000000000004,-0.45
smac,3m,qmix,traitor,initialization_method_xavier_uniform_,13.342465753424657,2.196999347684279,0.5,0.0,-0.835337831231055,0.05229040622299014,0.12789644812116718,-0.5,0.04999999999999999,-0.45
smac,3m,qmix,traitor,use_recurrent_policy_True,3.4755381604696667,1.7095890410958903,0.0,0.0,-0.508108108108108,-0.7258920854426474,0.0894554883318928,0.0,-0.45,-0.45
smac,3m,qmix,traitor,use_feature_normalization_False,14.55068493150685,2.4493150684931506,0.55,0.0,-0.8316701186217285,0.1475799481417457,0.14779602420051854,-0.55,0.10000000000000003,-0.45
smac,3m,qmix,traitor,lr_5e-05,8.51780821917808,1.512328767123288,0.2,0.0,-0.8224509488581537,-0.32821953327571335,0.0738980121002593,-0.2,-0.25,-0.45
smac,3m,qmix,traitor,lr_0.005,12.887671232876711,1.1898238747553818,0.45,0.0,-0.9076773566569485,0.0164217804667239,0.048462773181874315,-0.45,0.0,-0.45
smac,3m,qmix,traitor,n_step_5,11.043835616438354,1.495890410958904,0.25,0.0,-0.8645497395187298,-0.12899740708729512,0.07260155574762314,-0.25,-0.2,-0.45
smac,3m,qmix,traitor,n_step_50,7.931506849315068,1.3643835616438358,0.0,0.0,-0.827979274611399,-0.3744598098530685,0.06222990492653415,0.0,-0.45,-0.45
smac,3m,qmix,traitor,share_param_False,11.575342465753424,1.495890410958904,0.35,0.0,-0.8707692307692309,-0.08707865168539354,0.07260155574762314,-0.35,-0.10000000000000003,-0.45
