env,scenario,algo,attack,exp_name,vanilla_reward,adv_reward,vanilla_win_rate,adv_win_rate,srr,tpr,trr,w-srr,w-tpr,w-trr
mamujoco,HalfCheetah-6x1,mappo,random_policy,default,16207.111334172832,10101.00158030608,,,-0.3767549705783762,0.0,0.0,,,
mamujoco,HalfCheetah-6x1,mappo,random_policy,entropy_coef_0.0001,15871.894004592823,7402.323510572498,,,-0.5336206562096181,-0.020683348356668643,-0.16651197206521287,,,
mamujoco,HalfCheetah-6x1,mappo,random_policy,entropy_coef_0.001,15627.8017088115,10133.769106710948,,,-0.35155504942213495,-0.035744162757730534,0.0020217993033575248,,,
mamujoco,HalfCheetah-6x1,mappo,random_policy,entropy_coef_0.1,16003.530423944738,8199.559913467438,,,-0.4876405582858689,-0.012561208844098115,-0.11732144165810943,,,
mamujoco,HalfCheetah-6x1,mappo,random_policy,entropy_coef_0.5,15348.51638112698,9972.690927136018,,,-0.3502504946081464,-0.05297643332871405,-0.007916935382526639,,,
mamujoco,HalfCheetah-6x1,mappo,random_policy,entropy_coef_1.0,15341.683642074593,9935.920847307998,,,-0.3523578585561028,-0.05339802227886703,-0.010185697475280961,,,
mamujoco,HalfCheetah-6x1,mappo,random_policy,gamma_0.95,6932.842021818779,-810.760840769237,,,-1.1169449467069408,-0.5722345655020692,-0.6732700353620557,,,
mamujoco,HalfCheetah-6x1,mappo,random_policy,gamma_1.0,13707.334821983504,7704.184484219885,,,-0.4379516817620816,-0.15423948541147664,-0.1478867545651078,,,
mamujoco,HalfCheetah-6x1,mappo,random_policy,hidden_sizes_64_64,14950.632442105956,11133.695683813283,,,-0.2553026952587577,-0.07752639357869898,0.0637185789752526,,,
mamujoco,HalfCheetah-6x1,mappo,random_policy,hidden_sizes_256_256,15854.507199301563,8182.328890021728,,,-0.4839114967646435,-0.021756137019173855,-0.11838461837667606,,,
mamujoco,HalfCheetah-6x1,mappo,random_policy,activation_func_leaky_relu,16664.67967891946,6808.72055152402,,,-0.5914280572619144,0.028232566267490274,-0.20313805223514797,,,
mamujoco,HalfCheetah-6x1,mappo,random_policy,activation_func_selu,12352.546551827914,8659.888745440163,,,-0.2989389913160308,-0.23783169639968693,-0.08891854971263867,,,
mamujoco,HalfCheetah-6x1,mappo,random_policy,activation_func_sigmoid,14201.218755077769,10310.247829970534,,,-0.27398852114125655,-0.1237661997709377,0.012910767708694473,,,
mamujoco,HalfCheetah-6x1,mappo,random_policy,activation_func_tanh,13871.559089482807,8209.248292401413,,,-0.40819570176321907,-0.1441066329794066,-0.11672365598648593,,,
mamujoco,HalfCheetah-6x1,mappo,random_policy,initialization_method_xavier_uniform_,17100.41006266964,9159.488168392081,,,-0.46437026160049044,0.05511770173462568,-0.0580926108608145,,,
mamujoco,HalfCheetah-6x1,mappo,random_policy,use_recurrent_policy_True,12099.009311106665,8803.693572872733,,,-0.27236244336211013,-0.25347527627605043,-0.08004560348135337,,,
mamujoco,HalfCheetah-6x1,mappo,random_policy,use_feature_normalization_False,19510.06852746537,12754.967887233966,,,-0.34623664343986726,0.2037967855708021,0.16375319772944213,,,
mamujoco,HalfCheetah-6x1,mappo,random_policy,lr_5e-05,9199.22430312967,5513.371644528007,,,-0.40066994098053443,-0.43239580987310017,-0.283062776653173,,,
mamujoco,HalfCheetah-6x1,mappo,random_policy,lr_5e-05,13909.691761120977,9104.911126832974,,,-0.345426823024063,-0.14175379718702408,-0.0614600858187998,,,
mamujoco,HalfCheetah-6x1,mappo,random_policy,lr_0.005,19729.0010689233,14490.539854205485,,,-0.2655208541181199,0.2173052101718171,0.270840261622935,,,
mamujoco,HalfCheetah-6x1,mappo,random_policy,critic_lr_5e-05,5754.5493967972025,2794.527747213031,,,-0.5143793971482153,-0.6449367639831236,-0.45081900669660274,,,
mamujoco,HalfCheetah-6x1,mappo,random_policy,critic_lr_5e-05,6597.800424613307,2339.793395625907,,,-0.6453676611833798,-0.5929070709410263,-0.47887671187373154,,,
mamujoco,HalfCheetah-6x1,mappo,random_policy,critic_lr_0.005,16485.990287707147,10097.0252209104,,,-0.38753905317781895,0.017207196753581632,-0.00024534658358860964,,,
mamujoco,HalfCheetah-6x1,mappo,random_policy,critic_lr_0.005,13290.390175495073,7017.469550938233,,,-0.47198919984477966,-0.17996551628098142,-0.19025796551827182,,,
mamujoco,HalfCheetah-6x1,mappo,random_policy,use_gae_False,12585.944524757855,7845.259840606227,,,-0.3766649912389341,-0.22343073572769975,-0.13918222027287502,,,
mamujoco,HalfCheetah-6x1,mappo,random_policy,use_popart_False,6509.153784034412,2496.4953932508142,,,-0.6164639097367475,-0.598376684788374,-0.46920799334679086,,,
mamujoco,HalfCheetah-6x1,mappo,random_policy,share_param_False,24389.46955248424,16655.758984930904,,,-0.3170922004232602,0.5048622206388399,0.4044371183410126,,,
mamujoco,HalfCheetah-6x1,mappo,random_policy,share_param_False,20739.201554261115,17817.006811888503,,,-0.14090198866755374,0.27963590344025907,0.476087630453501,,,
