env,scenario,algo,attack,exp_name,vanilla_reward,adv_reward,vanilla_win_rate,adv_win_rate,srr,tpr,trr,w-srr,w-tpr,w-trr
mamujoco,HalfCheetah-6x1,mappo,iterative_perturbation,default,16207.111334172832,13830.646122579114,,,-0.1466310166317499,0.0,0.0,,,
mamujoco,HalfCheetah-6x1,mappo,iterative_perturbation,entropy_coef_0.0001,15871.894004592823,12516.595025587874,,,-0.21139877685889483,-0.020683348356668643,-0.08107867403986739,,,
mamujoco,HalfCheetah-6x1,mappo,iterative_perturbation,entropy_coef_0.001,15627.8017088115,14006.739973000436,,,-0.10372935144787843,-0.035744162757730534,0.010865221247047729,,,
mamujoco,HalfCheetah-6x1,mappo,iterative_perturbation,entropy_coef_0.1,16003.530423944738,13313.22316740166,,,-0.16810711044844184,-0.012561208844098115,-0.03192567413826933,,,
mamujoco,HalfCheetah-6x1,mappo,iterative_perturbation,entropy_coef_0.5,15348.51638112698,13540.925326207804,,,-0.11776975767780701,-0.05297643332871405,-0.01787615265901402,,,
mamujoco,HalfCheetah-6x1,mappo,iterative_perturbation,entropy_coef_1.0,15341.683642074593,13358.094249733002,,,-0.12929411390687226,-0.05339802227886703,-0.029157069579063874,,,
mamujoco,HalfCheetah-6x1,mappo,iterative_perturbation,gamma_0.95,6932.842021818779,4613.711057330499,,,-0.3345137473477109,-0.5722345655020692,-0.5686969673500439,,,
mamujoco,HalfCheetah-6x1,mappo,iterative_perturbation,gamma_1.0,13707.334821983504,11907.661982844858,,,-0.13129268836800956,-0.15423948541147664,-0.11865064045556513,,,
mamujoco,HalfCheetah-6x1,mappo,iterative_perturbation,hidden_sizes_64_64,14950.632442105956,12982.277533720515,,,-0.13165696608538774,-0.07752639357869898,-0.052345453262223625,,,
mamujoco,HalfCheetah-6x1,mappo,iterative_perturbation,hidden_sizes_256_256,15854.507199301563,13225.714777625542,,,-0.1658072615332898,-0.021756137019173855,-0.03732505642002152,,,
mamujoco,HalfCheetah-6x1,mappo,iterative_perturbation,activation_func_leaky_relu,16664.67967891946,14304.322820065396,,,-0.14163829754494925,0.028232566267490274,0.029226472732838626,,,
mamujoco,HalfCheetah-6x1,mappo,iterative_perturbation,activation_func_selu,12352.546551827914,12287.890482784753,,,-0.005234229943751463,-0.23783169639968693,-0.09519004392482006,,,
mamujoco,HalfCheetah-6x1,mappo,iterative_perturbation,activation_func_sigmoid,14201.218755077769,12985.150626101431,,,-0.08563125108832804,-0.1237661997709377,-0.052168179698682524,,,
mamujoco,HalfCheetah-6x1,mappo,iterative_perturbation,activation_func_tanh,13871.559089482807,12235.684418344961,,,-0.11793012310909883,-0.1441066329794066,-0.09841122648865637,,,
mamujoco,HalfCheetah-6x1,mappo,iterative_perturbation,initialization_method_xavier_uniform_,17100.41006266964,14090.012437070907,,,-0.17604242322647345,0.05511770173462568,0.016003241363864613,,,
mamujoco,HalfCheetah-6x1,mappo,iterative_perturbation,use_recurrent_policy_True,12099.009311106665,10476.229025012008,,,-0.13412505473526462,-0.25347527627605043,-0.20697192907500356,,,
mamujoco,HalfCheetah-6x1,mappo,iterative_perturbation,use_feature_normalization_False,19510.06852746537,11229.741704309441,,,-0.42441300559755946,0.2037967855708021,-0.1604792096902329,,,
mamujoco,HalfCheetah-6x1,mappo,iterative_perturbation,lr_5e-05,13909.691761120977,12791.791966183566,,,-0.08036840888610176,-0.14175379718702408,-0.06409866230789166,,,
mamujoco,HalfCheetah-6x1,mappo,iterative_perturbation,lr_5e-05,9199.22430312967,9021.486087587507,,,-0.019321000302350882,-0.43239580987310017,-0.2967314739704077,,,
mamujoco,HalfCheetah-6x1,mappo,iterative_perturbation,lr_0.005,19729.0010689233,14199.898349581392,,,-0.2802525429455844,0.2173052101718171,0.022783346112006202,,,
mamujoco,HalfCheetah-6x1,mappo,iterative_perturbation,critic_lr_5e-05,6597.800424613307,4669.875200968352,,,-0.2922072659931888,-0.5929070709410263,-0.5652315661147584,,,
mamujoco,HalfCheetah-6x1,mappo,iterative_perturbation,critic_lr_5e-05,5754.5493967972025,4718.58183872737,,,-0.1800258346285842,-0.6449367639831236,-0.5622263027612378,,,
mamujoco,HalfCheetah-6x1,mappo,iterative_perturbation,critic_lr_0.005,13290.390175495073,11970.148982750494,,,-0.09933803111204743,-0.17996551628098142,-0.11479511070586315,,,
mamujoco,HalfCheetah-6x1,mappo,iterative_perturbation,critic_lr_0.005,16485.990287707147,13974.635723819194,,,-0.15233264851311698,0.017207196753581632,0.008884347017255144,,,
mamujoco,HalfCheetah-6x1,mappo,iterative_perturbation,use_gae_False,12585.944524757855,11818.331699119193,,,-0.0609896876733159,-0.22343073572769975,-0.12416243598061416,,,
mamujoco,HalfCheetah-6x1,mappo,iterative_perturbation,use_popart_False,6509.153784034412,4906.819022724239,,,-0.24616637038755532,-0.598376684788374,-0.5506118219252871,,,
mamujoco,HalfCheetah-6x1,mappo,iterative_perturbation,share_param_False,24389.46955248424,20621.208033778905,,,-0.1545036275018745,0.5048622206388399,0.4189865652913628,,,
mamujoco,HalfCheetah-6x1,mappo,iterative_perturbation,share_param_False,20739.201554261115,17573.39899836818,,,-0.1526482370890737,0.27963590344025907,0.2309327552959693,,,
